code,category,value,areaName
E08000025,8 + residents,6267,Birmingham
E09000025,8 + residents,3133,Newham
E09000005,8 + residents,2649,Brent
E08000032,8 + residents,2638,Bradford
E06000016,8 + residents,2063,Leicester
E08000003,8 + residents,2029,Manchester
E09000026,8 + residents,1732,Redbridge
E09000009,8 + residents,1627,Ealing
E09000030,8 + residents,1603,Tower Hamlets
E09000015,8 + residents,1497,Harrow
