code,category,value
E02005468,2,1241
E02005468,3,497
E02005468,4,85
E02005468,5,7
E02005469,1,1625
E02005469,2,1126
E02005469,3,462
E02005469,4,85
E02005469,5,4
E02005471,1,1594
E02005471,2,1427
E02005471,3,705
E02005471,4,168
E02005471,5,12
E02005472,1,1695
E02005472,2,1698
E02005472,3,872
E02005472,4,188
E02005472,5,7
E02005473,1,1895
E02005473,2,1536
E02005473,3,510
E02005473,4,80
E02005473,5,5
E02005474,1,1299
E02005474,2,1194
E02005474,3,476
E02005474,4,78
E02005474,5,4
E02005475,1,1568
E02005475,2,968
E02005475,3,410
E02005475,4,79
E02005475,5,6
E02005476,1,1671
E02005476,2,1036
E02005476,3,323
E02005476,4,63
E02005476,5,2
E02005478,1,1849
E02005478,2,1572
E02005478,3,784
E02005478,4,168
E02005478,5,3
E02005479,1,2327
E02005479,2,1479
E02005479,3,484
E02005479,4,84
E02005479,5,3
E02005480,1,1089
E02005480,2,1089
E02005480,3,572
E02005480,4,173
E02005480,5,7
E02005481,1,2698
E02005481,2,1895
E02005481,3,802
E02005481,4,176
E02005481,5,18
E02005482,1,2253
E02005482,2,1414
E02005482,3,419
E02005482,4,76
E02005482,5,1
E02005483,1,1704
E02005483,2,1162
E02005483,3,431
E02005483,4,76
E02005483,5,2
E02005484,1,1652
E02005484,2,1078
E02005484,3,379
E02005484,4,72
E02005484,5,2
E02005485,1,2032
E02005485,2,1131
E02005485,3,330
E02005485,4,48
E02005485,5,3
E02005486,1,2087
E02005486,2,1436
E02005486,3,553
E02005486,4,92
E02005486,5,3
E02005487,1,2304
E02005487,2,1423
E02005487,3,379
E02005487,4,45
E02005487,5,2
E02005488,1,1692
E02005488,2,967
E02005488,3,376
E02005488,4,76
E02005488,5,0
E02005489,1,1764
E02005489,2,1017
E02005489,3,311
E02005489,4,37
E02005489,5,2
E02005490,1,2109
E02005490,2,1374
E02005490,3,575
E02005490,4,115
E02005490,5,5
E02005492,1,2241
E02005492,2,1487
E02005492,3,535
E02005492,4,116
E02005492,5,7
E02005493,1,2329
E02005493,2,1442
E02005493,3,477
E02005493,4,82
E02005493,5,3
E02005494,1,2096
E02005494,2,1585
E02005494,3,689
E02005494,4,138
E02005494,5,4
E02005495,1,1946
E02005495,2,1751
E02005495,3,1006
E02005495,4,341
E02005495,5,16
E02005496,1,1461
E02005496,2,908
E02005496,3,343
E02005496,4,71
E02005496,5,3
E02005497,1,1180
E02005497,2,1074
E02005497,3,667
E02005497,4,215
E02005497,5,6
E02005498,1,1660
E02005498,2,1242
E02005498,3,410
E02005498,4,52
E02005498,5,4
E02005499,1,1920
E02005499,2,1209
E02005499,3,432
E02005499,4,72
E02005499,5,4
E02005500,1,1827
E02005500,2,1093
E02005500,3,308
E02005500,4,52
E02005500,5,4
E02005501,1,2048
E02005501,2,1160
E02005501,3,305
E02005501,4,36
E02005501,5,2
E02005502,1,2146
E02005502,2,1510
E02005502,3,533
E02005502,4,97
E02005502,5,2
E02005503,1,1573
E02005503,2,1091
E02005503,3,382
E02005503,4,71
E02005503,5,4
E02005504,1,1867
E02005504,2,1511
E02005504,3,529
E02005504,4,84
E02005504,5,3
E02005505,1,1448
E02005505,2,1182
E02005505,3,471
E02005505,4,115
E02005505,5,8
E02005506,1,1376
E02005506,2,1102
E02005506,3,473
E02005506,4,56
E02005506,5,3
E02005507,1,2263
E02005507,2,1957
E02005507,3,856
E02005507,4,194
E02005507,5,12
E02005508,1,1534
E02005508,2,1073
E02005508,3,381
E02005508,4,66
E02005508,5,3
E02005509,1,1673
E02005509,2,1493
E02005509,3,668
E02005509,4,131
E02005509,5,4
E02005510,1,1431
E02005510,2,1248
E02005510,3,506
E02005510,4,80
E02005510,5,6
E02005511,1,1602
E02005511,2,1607
E02005511,3,666
E02005511,4,122
E02005511,5,5
E02005512,1,1897
E02005512,2,1289
E02005512,3,479
E02005512,4,79
E02005512,5,3
E02005513,1,2210
E02005513,2,1658
E02005513,3,660
E02005513,4,145
E02005513,5,5
E02005514,1,1338
E02005514,2,1239
E02005514,3,386
E02005514,4,74
E02005514,5,4
E02005515,1,1351
E02005515,2,939
E02005515,3,331
E02005515,4,47
E02005515,5,3
E02005516,1,1536
E02005516,2,1097
E02005516,3,307
E02005516,4,61
E02005516,5,1
E02005517,1,842
E02005517,2,864
E02005517,3,488
E02005517,4,144
E02005517,5,7
E02005518,1,2226
E02005518,2,1652
E02005518,3,535
E02005518,4,115
E02005518,5,4
E02005519,1,1286
E02005519,2,1258
E02005519,3,666
E02005519,4,190
E02005519,5,10
E02005520,1,2004
E02005520,2,1427
E02005520,3,549
E02005520,4,94
E02005520,5,3
E02005521,1,1910
E02005521,2,1339
E02005521,3,469
E02005521,4,79
E02005521,5,4
E02005522,1,1230
E02005522,2,781
E02005522,3,303
E02005522,4,47
E02005522,5,3
E02005523,1,1833
E02005523,2,1207
E02005523,3,398
E02005523,4,74
E02005523,5,4
E02005524,1,1150
E02005524,2,887
E02005524,3,292
E02005524,4,47
E02005524,5,0
E02005525,1,2292
E02005525,2,1380
E02005525,3,432
E02005525,4,67
E02005525,5,2
E02005526,1,1185
E02005526,2,821
E02005526,3,261
E02005526,4,41
E02005526,5,1
E02005527,1,2120
E02005527,2,1195
E02005527,3,427
E02005527,4,69
E02005527,5,2
E02005528,1,1970
E02005528,2,1313
E02005528,3,450
E02005528,4,70
E02005528,5,3
E02005529,1,1142
E02005529,2,965
E02005529,3,434
E02005529,4,73
E02005529,5,3
E02005530,1,1172
E02005530,2,845
E02005530,3,324
E02005530,4,49
E02005530,5,1
E02005531,1,1175
E02005531,2,790
E02005531,3,332
E02005531,4,69
E02005531,5,2
E02005532,1,2219
E02005532,2,1540
E02005532,3,526
E02005532,4,72
E02005532,5,2
E02005533,1,1974
E02005533,2,1327
E02005533,3,527
E02005533,4,86
E02005533,5,3
E02005535,1,1809
E02005535,2,942
E02005535,3,258
E02005535,4,44
E02005535,5,3
E02005536,1,1429
E02005536,2,951
E02005536,3,299
E02005536,4,40
E02005536,5,0
E02005537,1,1206
E02005537,2,1046
E02005537,3,393
E02005537,4,54
E02005537,5,2
E02005538,1,1830
E02005538,2,1646
E02005538,3,703
E02005538,4,164
E02005538,5,1
E02005539,1,1538
E02005539,2,1244
E02005539,3,538
E02005539,4,94
E02005539,5,1
E02005540,1,1648
E02005540,2,1623
E02005540,3,753
E02005540,4,140
E02005540,5,2
E02005541,1,868
E02005541,2,991
E02005541,3,519
E02005541,4,162
E02005541,5,9
E02005543,1,1042
E02005543,2,1525
E02005543,3,1076
E02005543,4,465
E02005543,5,46
E02005544,1,1060
E02005544,2,1103
E02005544,3,682
E02005544,4,252
E02005544,5,16
E02005545,1,1308
E02005545,2,1037
E02005545,3,427
E02005545,4,68
E02005545,5,3
E02005546,1,1250
E02005546,2,1342
E02005546,3,788
E02005546,4,318
E02005546,5,44
E02005547,1,1701
E02005547,2,1380
E02005547,3,607
E02005547,4,115
E02005547,5,4
E02005548,1,1077
E02005548,2,1097
E02005548,3,718
E02005548,4,196
E02005548,5,7
E02005549,1,1038
E02005549,2,955
E02005549,3,403
E02005549,4,85
E02005549,5,5
E02005550,1,1615
E02005550,2,1197
E02005550,3,526
E02005550,4,92
E02005550,5,3
E02005551,1,1097
E02005551,2,1087
E02005551,3,425
E02005551,4,87
E02005551,5,6
E02005552,1,1491
E02005552,2,1157
E02005552,3,406
E02005552,4,70
E02005552,5,6
E02005553,1,1776
E02005553,2,1679
E02005553,3,676
E02005553,4,120
E02005553,5,4
E02005554,1,1435
E02005554,2,1290
E02005554,3,520
E02005554,4,84
E02005554,5,2
E02005555,1,1592
E02005555,2,944
E02005555,3,278
E02005555,4,28
E02005555,5,1
E02005556,1,1666
E02005556,2,1143
E02005556,3,439
E02005556,4,75
E02005556,5,4
E02005557,1,895
E02005557,2,1078
E02005557,3,572
E02005557,4,193
E02005557,5,10
E02005558,1,1280
E02005558,2,1122
E02005558,3,529
E02005558,4,112
E02005558,5,8
E02005559,1,1266
E02005559,2,1105
E02005559,3,506
E02005559,4,178
E02005559,5,10
E02005561,1,2021
E02005561,2,1916
E02005561,3,1005
E02005561,4,278
E02005561,5,38
E02005562,1,1521
E02005562,2,1186
E02005562,3,492
E02005562,4,108
E02005562,5,3
E02005563,1,1423
E02005563,2,1181
E02005563,3,536
E02005563,4,112
E02005563,5,4
E02005564,1,1931
E02005564,2,1316
E02005564,3,501
E02005564,4,78
E02005564,5,2
E02005565,1,1413
E02005565,2,1138
E02005565,3,464
E02005565,4,102
E02005565,5,7
E02005566,1,1812
E02005566,2,1637
E02005566,3,730
E02005566,4,172
E02005566,5,6
E02005567,1,2272
E02005567,2,2013
E02005567,3,858
E02005567,4,142
E02005567,5,7
E02005569,1,1613
E02005569,2,1320
E02005569,3,548
E02005569,4,107
E02005569,5,6
E02005570,1,1549
E02005570,2,1311
E02005570,3,482
E02005570,4,70
E02005570,5,5
E02005572,1,1526
E02005572,2,1525
E02005572,3,641
E02005572,4,156
E02005572,5,10
E02005573,1,1267
E02005573,2,1087
E02005573,3,448
E02005573,4,66
E02005573,5,3
E02005574,1,1477
E02005574,2,1242
E02005574,3,439
E02005574,4,78
E02005574,5,7
E02005575,1,1583
E02005575,2,1141
E02005575,3,399
E02005575,4,52
E02005575,5,2
E02005576,1,1293
E02005576,2,1190
E02005576,3,549
E02005576,4,120
E02005576,5,6
E02005577,1,1346
E02005577,2,968
E02005577,3,344
E02005577,4,60
E02005577,5,4
E02005578,1,1238
E02005578,2,957
E02005578,3,385
E02005578,4,73
E02005578,5,1
E02005580,1,1604
E02005580,2,1425
E02005580,3,594
E02005580,4,142
E02005580,5,6
E02005582,1,1344
E02005582,2,1252
E02005582,3,528
E02005582,4,122
E02005582,5,7
E02005583,1,1752
E02005583,2,1600
E02005583,3,581
E02005583,4,111
E02005583,5,7
E02005584,1,2059
E02005584,2,1785
E02005584,3,832
E02005584,4,258
E02005584,5,23
E02005585,1,1831
E02005585,2,1750
E02005585,3,953
E02005585,4,311
E02005585,5,19
E02005586,1,2628
E02005586,2,1621
E02005586,3,623
E02005586,4,199
E02005586,5,11
E02005587,1,1600
E02005587,2,1532
E02005587,3,848
E02005587,4,273
E02005587,5,33
E02005588,1,1907
E02005588,2,1867
E02005588,3,959
E02005588,4,271
E02005588,5,14
E02005592,1,2445
E02005592,2,1384
E02005592,3,307
E02005592,4,50
E02005592,5,4
E02005593,1,1114
E02005593,2,1062
E02005593,3,554
E02005593,4,150
E02005593,5,13
E02005594,1,2860
E02005594,2,1824
E02005594,3,715
E02005594,4,201
E02005594,5,16
E02005595,1,2202
E02005595,2,1421
E02005595,3,426
E02005595,4,72
E02005595,5,3
E02005596,1,1843
E02005596,2,1642
E02005596,3,803
E02005596,4,256
E02005596,5,9
E02005598,1,2442
E02005598,2,1289
E02005598,3,297
E02005598,4,70
E02005598,5,1
E02005599,1,1698
E02005599,2,980
E02005599,3,357
E02005599,4,67
E02005599,5,1
E02005600,1,1248
E02005600,2,874
E02005600,3,309
E02005600,4,38
E02005600,5,0
E02005601,1,1220
E02005601,2,1020
E02005601,3,436
E02005601,4,78
E02005601,5,5
E02005602,1,3196
E02005602,2,1820
E02005602,3,512
E02005602,4,78
E02005602,5,4
E02005603,1,2994
E02005603,2,1650
E02005603,3,530
E02005603,4,98
E02005603,5,3
E02005604,1,1935
E02005604,2,1296
E02005604,3,468
E02005604,4,102
E02005604,5,12
E02005605,1,2483
E02005605,2,1478
E02005605,3,463
E02005605,4,73
E02005605,5,5
E02005606,1,1268
E02005606,2,880
E02005606,3,291
E02005606,4,49
E02005606,5,7
E02005609,1,1589
E02005609,2,1337
E02005609,3,467
E02005609,4,86
E02005609,5,0
E02005610,1,1727
E02005610,2,1291
E02005610,3,442
E02005610,4,66
E02005610,5,4
E02005611,1,2253
E02005611,2,1960
E02005611,3,743
E02005611,4,137
E02005611,5,6
E02005612,1,1526
E02005612,2,967
E02005612,3,382
E02005612,4,101
E02005612,5,4
E02005613,1,1612
E02005613,2,1328
E02005613,3,669
E02005613,4,177
E02005613,5,7
E02005614,1,3124
E02005614,2,1667
E02005614,3,569
E02005614,4,140
E02005614,5,5
E02005616,1,932
E02005616,2,836
E02005616,3,464
E02005616,4,174
E02005616,5,12
E02005617,1,1498
E02005617,2,1640
E02005617,3,868
E02005617,4,339
E02005617,5,18
E02005620,1,2054
E02005620,2,1092
E02005620,3,291
E02005620,4,45
E02005620,5,1
E02005621,1,1871
E02005621,2,1093
E02005621,3,326
E02005621,4,46
E02005621,5,0
E02005622,1,2509
E02005622,2,1225
E02005622,3,313
E02005622,4,40
E02005622,5,0
E02005623,1,2804
E02005623,2,1346
E02005623,3,437
E02005623,4,58
E02005623,5,1
E02005624,1,2603
E02005624,2,1522
E02005624,3,518
E02005624,4,103
E02005624,5,5
E02005625,1,1774
E02005625,2,1479
E02005625,3,697
E02005625,4,141
E02005625,5,10
E02005626,1,1193
E02005626,2,1054
E02005626,3,497
E02005626,4,132
E02005626,5,10
E02005627,1,1787
E02005627,2,1112
E02005627,3,372
E02005627,4,95
E02005627,5,6
E02005629,1,1546
E02005629,2,878
E02005629,3,275
E02005629,4,44
E02005629,5,3
E02005631,1,2633
E02005631,2,1504
E02005631,3,477
E02005631,4,81
E02005631,5,4
E02005632,1,1470
E02005632,2,908
E02005632,3,310
E02005632,4,50
E02005632,5,3
E02005634,1,1877
E02005634,2,1366
E02005634,3,579
E02005634,4,126
E02005634,5,11
E02005635,1,2091
E02005635,2,1288
E02005635,3,462
E02005635,4,72
E02005635,5,0
E02005636,1,2485
E02005636,2,1754
E02005636,3,722
E02005636,4,135
E02005636,5,7
E02005637,1,1806
E02005637,2,1585
E02005637,3,761
E02005637,4,211
E02005637,5,20
E02005638,1,2232
E02005638,2,1346
E02005638,3,465
E02005638,4,56
E02005638,5,1
E02005639,1,1401
E02005639,2,740
E02005639,3,243
E02005639,4,42
E02005639,5,1
E02005640,1,2570
E02005640,2,1674
E02005640,3,572
E02005640,4,101
E02005640,5,5
E02005643,1,1272
E02005643,2,1241
E02005643,3,734
E02005643,4,281
E02005643,5,11
E02005644,1,1786
E02005644,2,1392
E02005644,3,578
E02005644,4,208
E02005644,5,8
E02005645,1,2702
E02005645,2,1831
E02005645,3,818
E02005645,4,238
E02005645,5,18
E02005646,1,1355
E02005646,2,970
E02005646,3,356
E02005646,4,42
E02005646,5,1
E02005647,1,1350
E02005647,2,1182
E02005647,3,584
E02005647,4,151
E02005647,5,12
E02005650,1,1295
E02005650,2,960
E02005650,3,320
E02005650,4,59
E02005650,5,6
E02005653,1,1336
E02005653,2,1198
E02005653,3,541
E02005653,4,158
E02005653,5,15
E02005655,1,1231
E02005655,2,1025
E02005655,3,393
E02005655,4,73
E02005655,5,2
E02005656,1,802
E02005656,2,921
E02005656,3,470
E02005656,4,162
E02005656,5,11
E02005657,1,1501
E02005657,2,1029
E02005657,3,351
E02005657,4,77
E02005657,5,7
E02005658,1,1101
E02005658,2,949
E02005658,3,508
E02005658,4,163
E02005658,5,14
E02005659,1,1118
E02005659,2,900
E02005659,3,355
E02005659,4,65
E02005659,5,4
E02005660,1,1056
E02005660,2,924
E02005660,3,480
E02005660,4,126
E02005660,5,6
E02005661,1,1130
E02005661,2,884
E02005661,3,427
E02005661,4,138
E02005661,5,6
E02005662,1,1335
E02005662,2,995
E02005662,3,378
E02005317,1,1080
E02005317,2,1123
E02005317,3,673
E02005317,4,228
E02005317,5,2
E02005340,1,1957
E02005340,2,1330
E02005340,3,539
E02005340,4,88
E02005340,5,0
E02005348,1,1253
E02005348,2,875
E02005348,3,314
E02005348,4,52
E02005348,5,2
E02005350,1,1604
E02005350,2,1016
E02005350,3,358
E02005350,4,78
E02005350,5,3
E02005358,1,3090
E02005358,2,1530
E02005358,3,502
E02005358,4,107
E02005358,5,6
E02005360,1,1654
E02005360,2,733
E02005360,3,201
E02005360,4,13
E02005360,5,0
E02005371,1,2566
E02005371,2,1386
E02005371,3,411
E02005371,4,48
E02005371,5,6
E02005374,1,1400
E02005374,2,1011
E02005374,3,495
E02005374,4,140
E02005374,5,4
E02005379,1,1357
E02005379,2,943
E02005379,3,297
E02005379,4,45
E02005379,5,1
E02005381,1,1962
E02005381,2,1203
E02005381,3,446
E02005381,4,68
E02005381,5,2
E02005383,1,1864
E02005383,2,1461
E02005383,3,604
E02005383,4,132
E02005383,5,12
E02005394,1,1958
E02005394,2,1513
E02005394,3,550
E02005394,4,123
E02005394,5,11
E02005399,1,2110
E02005399,2,1092
E02005399,3,346
E02005399,4,89
E02005399,5,6
E02005415,1,1499
E02005415,2,1317
E02005415,3,629
E02005415,4,122
E02005415,5,5
E02005425,1,1290
E02005425,2,1038
E02005425,3,443
E02005425,4,82
E02005425,5,2
E02005427,1,1689
E02005427,2,1173
E02005427,3,517
E02005427,4,100
E02005427,5,5
E02005431,1,1496
E02005431,2,1573
E02005431,3,740
E02005431,4,170
E02005431,5,7
E02005433,1,827
E02005433,2,1412
E02005433,3,887
E02005433,4,266
E02005433,5,17
E02005458,1,1631
E02005458,2,975
E02005458,3,309
E02005458,4,33
E02005458,5,1
E02005470,1,2578
E02005470,2,2082
E02005470,3,706
E02005470,4,130
E02005470,5,1
E02005477,1,2058
E02005477,2,1421
E02005477,3,473
E02005477,4,76
E02005477,5,3
E02005491,1,3201
E02005491,2,1687
E02005491,3,484
E02005491,4,67
E02005491,5,6
E02005534,1,1630
E02005534,2,1211
E02005534,3,459
E02005534,4,95
E02005534,5,4
E02005542,1,1020
E02005542,2,1237
E02005542,3,786
E02005542,4,319
E02005542,5,35
E02005560,1,1658
E02005560,2,1264
E02005560,3,563
E02005560,4,170
E02005560,5,13
E02005568,1,1502
E02005568,2,1237
E02005568,3,477
E02005568,4,113
E02005568,5,4
E02005571,1,1332
E02005571,2,1058
E02005571,3,344
E02005571,4,93
E02005571,5,3
E02005581,1,1553
E02005581,2,1155
E02005581,3,460
E02005581,4,62
E02005581,5,4
E02005589,1,1941
E02005589,2,1799
E02005589,3,909
E02005589,4,278
E02005589,5,16
E02005607,1,2491
E02005607,2,1711
E02005607,3,539
E02005607,4,96
E02005607,5,5
E02005608,1,1605
E02005608,2,1202
E02005608,3,452
E02005608,4,67
E02005608,5,1
E02005619,1,1568
E02005619,2,784
E02005619,3,192
E02005619,4,30
E02005619,5,0
E02005630,1,2514
E02005630,2,1299
E02005630,3,390
E02005630,4,67
E02005630,5,2
E02005633,1,2088
E02005633,2,1401
E02005633,3,564
E02005633,4,104
E02005633,5,8
E02005641,1,1875
E02005641,2,1244
E02005641,3,538
E02005641,4,112
E02005641,5,10
E02005642,1,1785
E02005642,2,1166
E02005642,3,354
E02005642,4,54
E02005642,5,4
E02005648,1,2203
E02005648,2,1213
E02005648,3,357
E02005648,4,42
E02005648,5,1
E02005651,1,1413
E02005651,2,1041
E02005651,3,325
E02005651,4,47
E02005651,5,2
E02005652,1,1408
E02005652,2,1019
E02005652,3,383
E02005652,4,89
E02005652,5,10
E02005654,1,1424
E02005654,2,1172
E02005654,3,513
E02005654,4,148
E02005654,5,8
E02005662,4,70
E02005662,5,1
E02005663,1,1310
E02005663,2,842
E02005663,3,245
E02005663,4,27
E02005663,5,4
E02005664,1,1299
E02005664,2,824
E02005664,3,345
E02005664,4,100
E02005664,5,5
E02005665,1,1676
E02005665,2,1123
E02005665,3,423
E02005665,4,85
E02005665,5,6
E02005667,1,1276
E02005667,2,1011
E02005667,3,424
E02005667,4,156
E02005667,5,4
E02005668,1,1368
E02005668,2,951
E02005668,3,356
E02005668,4,63
E02005668,5,0
E02005669,1,1424
E02005669,2,774
E02005669,3,177
E02005669,4,15
E02005669,5,3
E02005670,1,1654
E02005670,2,1666
E02005670,3,794
E02005670,4,265
E02005670,5,24
E02005671,1,1752
E02005671,2,1080
E02005671,3,359
E02005671,4,61
E02005671,5,3
E02005672,1,1559
E02005672,2,1369
E02005672,3,521
E02005672,4,129
E02005672,5,9
E02005673,1,1587
E02005673,2,1167
E02005673,3,478
E02005673,4,130
E02005673,5,16
E02005674,1,1894
E02005674,2,1253
E02005674,3,557
E02005674,4,190
E02005674,5,6
E02005675,1,1101
E02005675,2,830
E02005675,3,406
E02005675,4,119
E02005675,5,6
E02005676,1,1168
E02005676,2,772
E02005676,3,371
E02005676,4,114
E02005676,5,7
E02005677,1,1974
E02005677,2,1296
E02005677,3,434
E02005677,4,73
E02005677,5,7
E02005679,1,2181
E02005679,2,1082
E02005679,3,287
E02005679,4,36
E02005679,5,1
E02005680,1,1933
E02005680,2,850
E02005680,3,219
E02005680,4,25
E02005680,5,2
E02005681,1,1954
E02005681,2,1245
E02005681,3,358
E02005681,4,39
E02005681,5,3
E02005682,1,1792
E02005682,2,1045
E02005682,3,290
E02005682,4,36
E02005682,5,2
E02005683,1,3450
E02005683,2,1853
E02005683,3,593
E02005683,4,70
E02005683,5,1
E02005685,1,2501
E02005685,2,1271
E02005685,3,446
E02005685,4,84
E02005685,5,5
E02005686,1,1914
E02005686,2,1041
E02005686,3,316
E02005686,4,45
E02005686,5,1
E02005687,1,1719
E02005687,2,796
E02005687,3,203
E02005687,4,23
E02005687,5,1
E02005688,1,2271
E02005688,2,1245
E02005688,3,417
E02005688,4,64
E02005688,5,3
E02005689,1,2669
E02005689,2,1195
E02005689,3,279
E02005689,4,33
E02005689,5,0
E02005691,1,1541
E02005691,2,944
E02005691,3,273
E02005691,4,47
E02005691,5,1
E02005692,1,1489
E02005692,2,1092
E02005692,3,466
E02005692,4,91
E02005692,5,7
E02005693,1,1482
E02005693,2,1210
E02005693,3,502
E02005693,4,128
E02005693,5,4
E02005694,1,1647
E02005694,2,1060
E02005694,3,335
E02005694,4,30
E02005694,5,1
E02005695,1,1963
E02005695,2,1443
E02005695,3,543
E02005695,4,160
E02005695,5,4
E02005696,1,960
E02005696,2,954
E02005696,3,508
E02005696,4,151
E02005696,5,11
E02005697,1,1320
E02005697,2,1196
E02005697,3,616
E02005697,4,218
E02005697,5,11
E02005698,1,991
E02005698,2,906
E02005698,3,396
E02005698,4,116
E02005698,5,8
E02005699,1,1430
E02005699,2,1190
E02005699,3,554
E02005699,4,155
E02005699,5,9
E02005701,1,2386
E02005701,2,1721
E02005701,3,631
E02005701,4,93
E02005701,5,4
E02005702,1,1677
E02005702,2,955
E02005702,3,291
E02005702,4,37
E02005702,5,1
E02005703,1,1582
E02005703,2,1315
E02005703,3,447
E02005703,4,111
E02005703,5,4
E02005704,1,2919
E02005704,2,1971
E02005704,3,842
E02005704,4,165
E02005704,5,8
E02005705,1,1872
E02005705,2,1256
E02005705,3,397
E02005705,4,58
E02005705,5,0
E02005707,1,1658
E02005707,2,1122
E02005707,3,409
E02005707,4,71
E02005707,5,3
E02005708,1,2409
E02005708,2,1811
E02005708,3,617
E02005708,4,117
E02005708,5,2
E02005709,1,970
E02005709,2,1031
E02005709,3,737
E02005709,4,311
E02005709,5,26
E02005710,1,1976
E02005710,2,1499
E02005710,3,778
E02005710,4,254
E02005710,5,11
E02005711,1,1264
E02005711,2,1348
E02005711,3,757
E02005711,4,222
E02005711,5,6
E02005712,1,2091
E02005712,2,1242
E02005712,3,545
E02005712,4,141
E02005712,5,3
E02005713,1,1543
E02005713,2,926
E02005713,3,276
E02005713,4,22
E02005713,5,0
E02005715,1,1731
E02005715,2,1405
E02005715,3,756
E02005715,4,196
E02005715,5,7
E02005717,1,1715
E02005717,2,1212
E02005717,3,524
E02005717,4,93
E02005717,5,2
E02005718,1,1501
E02005718,2,1137
E02005718,3,418
E02005718,4,42
E02005718,5,0
E02005719,1,1816
E02005719,2,1341
E02005719,3,683
E02005719,4,204
E02005719,5,2
E02005720,1,2245
E02005720,2,1829
E02005720,3,796
E02005720,4,193
E02005720,5,7
E02005721,1,1274
E02005721,2,822
E02005721,3,306
E02005721,4,78
E02005721,5,4
E02005722,1,2578
E02005722,2,1126
E02005722,3,300
E02005722,4,39
E02005722,5,0
E02005723,1,1412
E02005723,2,1098
E02005723,3,487
E02005723,4,108
E02005723,5,2
E02005724,1,1756
E02005724,2,891
E02005724,3,190
E02005724,4,22
E02005724,5,0
E02005725,1,1783
E02005725,2,987
E02005725,3,248
E02005725,4,37
E02005725,5,0
E02005726,1,1891
E02005726,2,999
E02005726,3,223
E02005726,4,20
E02005726,5,0
E02005727,1,1442
E02005727,2,1001
E02005727,3,307
E02005727,4,50
E02005727,5,2
E02005728,1,1499
E02005728,2,1129
E02005728,3,434
E02005728,4,96
E02005728,5,0
E02005730,1,3138
E02005730,2,2031
E02005730,3,655
E02005730,4,152
E02005730,5,8
E02005731,1,2358
E02005731,2,1572
E02005731,3,662
E02005731,4,166
E02005731,5,7
E02005733,1,2066
E02005733,2,1220
E02005733,3,376
E02005733,4,58
E02005733,5,3
E02005734,1,1024
E02005734,2,1035
E02005734,3,606
E02005734,4,189
E02005734,5,16
E02005735,1,1226
E02005735,2,1241
E02005735,3,734
E02005735,4,278
E02005735,5,15
E02005736,1,1634
E02005736,2,1287
E02005736,3,723
E02005736,4,279
E02005736,5,12
E02005739,1,1768
E02005739,2,1510
E02005739,3,739
E02005739,4,186
E02005739,5,14
E02005740,1,1932
E02005740,2,1655
E02005740,3,903
E02005740,4,232
E02005740,5,7
E02005741,1,1942
E02005741,2,1259
E02005741,3,482
E02005741,4,100
E02005741,5,1
E02005742,1,1868
E02005742,2,1177
E02005742,3,349
E02005742,4,54
E02005742,5,1
E02005744,1,1971
E02005744,2,1263
E02005744,3,382
E02005744,4,81
E02005744,5,3
E02005746,1,1714
E02005746,2,986
E02005746,3,383
E02005746,4,77
E02005746,5,5
E02005747,1,1589
E02005747,2,1106
E02005747,3,494
E02005747,4,106
E02005747,5,6
E02005749,1,2418
E02005749,2,1438
E02005749,3,461
E02005749,4,84
E02005749,5,0
E02005750,1,1878
E02005750,2,1232
E02005750,3,457
E02005750,4,93
E02005750,5,2
E02005751,1,2431
E02005751,2,1235
E02005751,3,285
E02005751,4,35
E02005751,5,0
E02005752,1,1844
E02005752,2,955
E02005752,3,268
E02005752,4,61
E02005752,5,5
E02005754,1,1901
E02005754,2,1087
E02005754,3,313
E02005754,4,34
E02005754,5,0
E02005755,1,1696
E02005755,2,1003
E02005755,3,348
E02005755,4,46
E02005755,5,5
E02005756,1,1460
E02005756,2,849
E02005756,3,199
E02005756,4,21
E02005756,5,0
E02005757,1,2122
E02005757,2,1430
E02005757,3,428
E02005757,4,69
E02005757,5,2
E02005758,1,2183
E02005758,2,1281
E02005758,3,468
E02005758,4,89
E02005758,5,4
E02005759,1,2338
E02005759,2,1435
E02005759,3,445
E02005759,4,81
E02005759,5,2
E02005761,1,1394
E02005761,2,740
E02005761,3,207
E02005761,4,35
E02005761,5,1
E02005762,1,1501
E02005762,2,816
E02005762,3,229
E02005762,4,40
E02005762,5,1
E02005763,1,1616
E02005763,2,866
E02005763,3,251
E02005763,4,29
E02005763,5,0
E02005764,1,2233
E02005764,2,1688
E02005764,3,634
E02005764,4,133
E02005764,5,9
E02005765,1,1778
E02005765,2,1013
E02005765,3,306
E02005765,4,49
E02005765,5,0
E02005766,1,1512
E02005766,2,898
E02005766,3,225
E02005766,4,40
E02005766,5,1
E02005767,1,1943
E02005767,2,894
E02005767,3,202
E02005767,4,22
E02005767,5,0
E02005768,1,1780
E02005768,2,791
E02005768,3,185
E02005768,4,19
E02005768,5,1
E02005769,1,1622
E02005769,2,1129
E02005769,3,471
E02005769,4,103
E02005769,5,4
E02005770,1,2259
E02005770,2,1378
E02005770,3,426
E02005770,4,64
E02005770,5,1
E02005771,1,1891
E02005771,2,1136
E02005771,3,418
E02005771,4,86
E02005771,5,5
E02005772,1,1525
E02005772,2,791
E02005772,3,177
E02005772,4,20
E02005772,5,0
E02005774,1,2154
E02005774,2,1393
