code,category,value
E02000621,1,3246
E02000621,2,1838
E02000621,3,697
E02000621,4,202
E02000621,5,24
E02000624,1,2101
E02000624,2,1348
E02000624,3,611
E02000624,4,190
E02000624,5,22
E02000625,1,1545
E02000625,2,1469
E02000625,3,590
E02000625,4,172
E02000625,5,19
E02000628,1,1875
E02000628,2,1495
E02000628,3,842
E02000628,4,248
E02000628,5,23
E02000629,1,2386
E02000629,2,1064
E02000629,3,397
E02000629,4,163
E02000629,5,6
E02000631,1,1897
E02000631,2,1207
E02000631,3,476
E02000631,4,142
E02000631,5,17
E02000632,1,2515
E02000632,2,1231
E02000632,3,397
E02000632,4,110
E02000632,5,8
E02000634,1,1549
E02000634,2,921
E02000634,3,446
E02000634,4,183
E02000634,5,8
E02000636,1,2020
E02000636,2,783
E02000636,3,231
E02000636,4,44
E02000636,5,1
E02000641,1,1346
E02000641,2,1182
E02000641,3,656
E02000641,4,193
E02000641,5,13
E02000645,1,2092
E02000645,2,1206
E02000645,3,559
E02000645,4,171
E02000645,5,19
E02000652,1,1206
E02000652,2,907
E02000652,3,349
E02000652,4,77
E02000652,5,3
E02000657,1,1907
E02000657,2,1261
E02000657,3,589
E02000657,4,217
E02000657,5,17
E02000665,1,1764
E02000665,2,1044
E02000665,3,470
E02000665,4,128
E02000665,5,10
E02000666,1,1371
E02000666,2,876
E02000666,3,377
E02000666,4,104
E02000666,5,8
E02000672,1,1873
E02000672,2,1382
E02000672,3,599
E02000672,4,288
E02000672,5,58
E02000677,1,1250
E02000677,2,853
E02000677,3,424
E02000677,4,106
E02000677,5,9
E02000682,1,1304
E02000682,2,1140
E02000682,3,580
E02000682,4,173
E02000682,5,20
E02000689,1,2322
E02000689,2,872
E02000689,3,251
E02000689,4,58
E02000689,5,9
E02000691,1,1888
E02000691,2,771
E02000691,3,258
E02000691,4,36
E02000691,5,4
E02000696,1,1529
E02000696,2,1185
E02000696,3,430
E02000696,4,116
E02000696,5,9
E02000346,1,1800
E02000346,2,1240
E02000346,3,670
E02000346,4,246
E02000346,5,16
E02000353,1,1662
E02000353,2,962
E02000353,3,368
E02000353,4,153
E02000353,5,11
E02000359,1,1115
E02000359,2,749
E02000359,3,388
E02000359,4,172
E02000359,5,14
E02000373,1,860
E02000373,2,928
E02000373,3,551
E02000373,4,176
E02000373,5,20
E02000377,1,1593
E02000377,2,1093
E02000377,3,546
E02000377,4,181
E02000377,5,31
E02000464,1,1111
E02000464,2,1021
E02000464,3,547
E02000464,4,176
E02000464,5,20
E02000487,1,1720
E02000487,2,943
E02000487,3,248
E02000487,4,31
E02000487,5,2
E02000512,1,1209
E02000512,2,1107
E02000512,3,599
E02000512,4,174
E02000512,5,15
E02000516,1,1121
E02000516,2,1069
E02000516,3,497
E02000516,4,123
E02000516,5,7
E02000520,1,1679
E02000520,2,1631
E02000520,3,898
E02000520,4,234
E02000520,5,13
E02000548,1,1348
E02000548,2,1457
E02000548,3,688
E02000548,4,213
E02000548,5,20
E02000566,1,2223
E02000566,2,1004
E02000566,3,445
E02000566,4,156
E02000566,5,9
E02000568,1,1911
E02000568,2,1533
E02000568,3,857
E02000568,4,352
E02000568,5,16
E02000570,1,2359
E02000570,2,1049
E02000570,3,424
E02000570,4,146
E02000570,5,12
E02000608,1,1998
E02000608,2,957
E02000608,3,360
E02000608,4,78
E02000608,5,11
E02000617,1,1594
E02000617,2,1150
E02000617,3,482
E02000617,4,114
E02000617,5,3
E02000644,1,1913
E02000644,2,1102
E02000644,3,360
E02000644,4,113
E02000644,5,8
E02000650,1,1576
E02000650,2,969
E02000650,3,513
E02000650,4,207
E02000650,5,13
E02000653,1,2609
E02000653,2,1615
E02000653,3,796
E02000653,4,255
E02000653,5,18
E02000668,1,1540
E02000668,2,780
E02000668,3,322
E02000668,4,84
E02000668,5,1
E02000674,1,1519
E02000674,2,1042
E02000674,3,389
E02000674,4,99
E02000674,5,8
E02000678,1,1018
E02000678,2,907
E02000678,3,493
E02000678,4,181
E02000678,5,16
E02000699,1,2087
E02000699,2,902
E02000699,3,244
E02000699,4,27
E02000699,5,2
E02000701,1,1327
E02000701,2,1150
E02000701,3,520
E02000701,4,109
E02000701,5,8
E02000702,1,1417
E02000702,2,1226
E02000702,3,546
E02000702,4,164
E02000702,5,13
E02000703,1,1759
E02000703,2,890
E02000703,3,247
E02000703,4,35
E02000703,5,5
E02000704,1,1997
E02000704,2,1074
E02000704,3,398
E02000704,4,99
E02000704,5,5
E02000705,1,1602
E02000705,2,1028
E02000705,3,403
E02000705,4,76
E02000705,5,8
E02000706,1,1397
E02000706,2,1225
E02000706,3,672
E02000706,4,218
E02000706,5,22
E02000707,1,1087
E02000707,2,1048
E02000707,3,484
E02000707,4,155
E02000707,5,4
E02000708,1,1948
E02000708,2,932
E02000708,3,319
E02000708,4,56
E02000708,5,0
E02000710,1,1449
E02000710,2,1288
E02000710,3,566
E02000710,4,126
E02000710,5,10
E02000711,1,1599
E02000711,2,1200
E02000711,3,508
E02000711,4,141
E02000711,5,10
E02000712,1,1418
E02000712,2,1218
E02000712,3,571
E02000712,4,186
E02000712,5,13
E02000713,1,1526
E02000713,2,944
E02000713,3,308
E02000713,4,51
E02000713,5,1
E02000714,1,1126
E02000714,2,904
E02000714,3,459
E02000714,4,146
E02000714,5,10
E02000715,1,600
E02000715,2,838
E02000715,3,463
E02000715,4,178
E02000715,5,11
E02000716,1,827
E02000716,2,864
E02000716,3,450
E02000716,4,148
E02000716,5,13
E02000717,1,706
E02000717,2,953
E02000717,3,538
E02000717,4,183
E02000717,5,15
E02000718,1,676
E02000718,2,889
E02000718,3,486
E02000718,4,184
E02000718,5,12
E02000719,1,1149
E02000719,2,1043
E02000719,3,495
E02000719,4,173
E02000719,5,11
E02000720,1,810
E02000720,2,772
E02000720,3,431
E02000720,4,107
E02000720,5,3
E02000721,1,842
E02000721,2,1091
E02000721,3,630
E02000721,4,187
E02000721,5,14
E02000723,1,876
E02000723,2,1112
E02000723,3,641
E02000723,4,220
E02000723,5,12
E02000725,1,1689
E02000725,2,1384
E02000725,3,705
E02000725,4,201
E02000725,5,22
E02000728,1,788
E02000728,2,910
E02000728,3,513
E02000728,4,125
E02000728,5,6
E02000729,1,743
E02000729,2,834
E02000729,3,429
E02000729,4,187
E02000729,5,9
E02000730,1,752
E02000730,2,992
E02000730,3,610
E02000730,4,201
E02000730,5,11
E02000733,1,1199
E02000733,2,1322
E02000733,3,671
E02000733,4,254
E02000733,5,17
E02000734,1,838
E02000734,2,951
E02000734,3,521
E02000734,4,172
E02000734,5,13
E02000736,1,848
E02000736,2,1044
E02000736,3,559
E02000736,4,193
E02000736,5,10
E02000737,1,1025
E02000737,2,1107
E02000737,3,694
E02000737,4,222
E02000737,5,18
E02000740,1,851
E02000740,2,955
E02000740,3,509
E02000740,4,162
E02000740,5,18
E02000741,1,977
E02000741,2,994
E02000741,3,531
E02000741,4,171
E02000741,5,11
E02000742,1,877
E02000742,2,988
E02000742,3,497
E02000742,4,156
E02000742,5,7
E02000743,1,1318
E02000743,2,1244
E02000743,3,702
E02000743,4,293
E02000743,5,21
E02000744,1,1274
E02000744,2,1214
E02000744,3,617
E02000744,4,203
E02000744,5,18
E02000745,1,1078
E02000745,2,1081
E02000745,3,537
E02000745,4,166
E02000745,5,15
E02000746,1,1596
E02000746,2,1081
E02000746,3,524
E02000746,4,184
E02000746,5,11
E02000747,1,2718
E02000747,2,1629
E02000747,3,807
E02000747,4,274
E02000747,5,17
E02000748,1,857
E02000748,2,811
E02000748,3,410
E02000748,4,122
E02000748,5,9
E02000749,1,1159
E02000749,2,1182
E02000749,3,683
E02000749,4,286
E02000749,5,20
E02000751,1,2512
E02000751,2,1380
E02000751,3,459
E02000751,4,82
E02000751,5,5
E02000752,1,1410
E02000752,2,1087
E02000752,3,572
E02000752,4,175
E02000752,5,22
E02000753,1,1025
E02000753,2,864
E02000753,3,425
E02000753,4,154
E02000753,5,6
E02000754,1,1378
E02000754,2,792
E02000754,3,346
E02000754,4,74
E02000754,5,2
E02000755,1,1081
E02000755,2,750
E02000755,3,273
E02000755,4,78
E02000755,5,4
E02000756,1,2586
E02000756,2,1772
E02000756,3,712
E02000756,4,179
E02000756,5,9
E02000757,1,2978
E02000757,2,1590
E02000757,3,494
E02000757,4,106
E02000757,5,11
E02000758,1,1035
E02000758,2,828
E02000758,3,347
E02000758,4,101
E02000758,5,5
E02000759,1,2502
E02000759,2,1600
E02000759,3,566
E02000759,4,137
E02000759,5,13
E02000764,1,3056
E02000764,2,1637
E02000764,3,552
E02000764,4,113
E02000764,5,10
E02000765,1,1119
E02000765,2,903
E02000765,3,328
E02000765,4,66
E02000765,5,10
E02000767,1,1340
E02000767,2,974
E02000767,3,369
E02000767,4,81
E02000767,5,4
E02000770,1,1030
E02000770,2,928
E02000770,3,407
E02000770,4,112
E02000770,5,12
E02000773,1,1405
E02000773,2,1039
E02000773,3,469
E02000773,4,178
E02000773,5,22
E02000776,1,862
E02000776,2,766
E02000776,3,364
E02000776,4,83
E02000776,5,6
E02000777,1,1244
E02000777,2,739
E02000777,3,271
E02000777,4,64
E02000777,5,8
E02000781,1,1904
E02000781,2,1590
E02000781,3,755
E02000781,4,168
E02000781,5,11
E02000782,1,1390
E02000782,2,1320
E02000782,3,665
E02000782,4,188
E02000782,5,14
E02000783,1,708
E02000783,2,808
E02000783,3,451
E02000783,4,140
E02000783,5,8
E02000784,1,2610
E02000784,2,1102
E02000784,3,360
E02000784,4,98
E02000784,5,6
E02000786,1,3121
E02000786,2,1300
E02000786,3,414
E02000786,4,104
E02000786,5,5
E02000787,1,3118
E02000787,2,1409
E02000787,3,500
E02000787,4,136
E02000787,5,11
E02000788,1,2338
E02000788,2,1010
E02000788,3,220
E02000788,4,46
E02000788,5,10
E02000791,1,1973
E02000791,2,790
E02000791,3,170
E02000791,4,32
E02000791,5,4
E02000792,1,1988
E02000792,2,867
E02000792,3,203
E02000792,4,42
E02000792,5,0
E02000793,1,1671
E02000793,2,1019
E02000793,3,348
E02000793,4,89
E02000793,5,7
E02000795,1,1645
E02000795,2,700
E02000795,3,198
E02000795,4,43
E02000795,5,2
E02000796,1,1851
E02000796,2,1374
E02000796,3,608
E02000796,4,137
E02000796,5,11
E02000797,1,2254
E02000797,2,910
E02000797,3,265
E02000797,4,47
E02000797,5,1
E02000801,1,1940
E02000801,2,827
E02000801,3,203
E02000801,4,47
E02000801,5,4
E02000802,1,1849
E02000802,2,843
E02000802,3,227
E02000802,4,53
E02000802,5,4
E02000803,1,2021
E02000803,2,1325
E02000803,3,564
E02000803,4,179
E02000803,5,7
E02000808,1,2727
E02000808,2,1300
E02000808,3,520
E02000808,4,139
E02000808,5,10
E02000810,1,2606
E02000810,2,1725
E02000810,3,766
E02000810,4,281
E02000810,5,17
E02000812,1,2094
E02000812,2,1471
E02000812,3,708
E02000812,4,244
E02000812,5,16
E02000813,1,2065
E02000813,2,1491
E02000813,3,669
E02000813,4,241
E02000813,5,17
E02000814,1,2635
E02000814,2,1345
E02000814,3,477
E02000814,4,121
E02000814,5,11
E02000815,1,1731
E02000815,2,1020
E02000815,3,365
E02000815,4,111
E02000815,5,6
E02000817,1,986
E02000817,2,1082
E02000817,3,603
E02000817,4,241
E02000817,5,14
E02000818,1,2168
E02000818,2,1415
E02000818,3,677
E02000818,4,213
E02000818,5,16
E02000820,1,1928
E02000820,2,1387
E02000820,3,677
E02000820,4,224
E02000820,5,12
E02000821,1,1108
E02000821,2,1187
E02000821,3,646
E02000821,4,183
E02000821,5,8
E02000823,1,1500
E02000823,2,1254
E02000823,3,661
E02000823,4,205
E02000823,5,14
E02000824,1,1349
E02000824,2,1411
E02000824,3,779
E02000824,4,236
E02000824,5,16
E02000825,1,1458
E02000825,2,1415
E02000825,3,748
E02000825,4,256
E02000825,5,14
E02000826,1,1785
E02000826,2,1315
E02000826,3,683
E02000826,4,226
E02000826,5,14
E02000827,1,2057
E02000827,2,1864
E02000827,3,831
E02000827,4,254
E02000827,5,13
E02000830,1,2033
E02000830,2,1136
E02000830,3,461
E02000830,4,124
E02000830,5,9
E02000832,1,1742
E02000832,2,1333
E02000832,3,757
E02000832,4,254
E02000832,5,14
E02000833,1,1472
E02000833,2,970
E02000833,3,450
E02000833,4,143
E02000833,5,11
E02000836,1,2066
E02000836,2,880
E02000836,3,307
E02000836,4,80
E02000836,5,4
E02000838,1,2209
E02000838,2,1149
E02000838,3,435
E02000838,4,122
E02000838,5,11
E02000839,1,1877
E02000839,2,1029
E02000839,3,385
E02000839,4,133
E02000839,5,4
E02000841,1,1204
E02000841,2,1231
E02000841,3,647
E02000841,4,205
E02000841,5,14
E02000843,1,2193
E02000843,2,1205
E02000843,3,454
E02000843,4,120
E02000843,5,9
E02000846,1,1483
E02000846,2,924
E02000846,3,332
E02000846,4,47
E02000846,5,0
E02000847,1,2001
E02000847,2,1180
E02000847,3,433
E02000847,4,64
E02000847,5,4
E02000848,1,1606
E02000848,2,962
E02000848,3,294
E02000848,4,50
E02000848,5,3
E02000849,1,1617
E02000849,2,1112
E02000849,3,418
E02000849,4,96
E02000849,5,8
E02000850,1,2121
E02000850,2,1333
E02000850,3,514
E02000850,4,115
E02000850,5,6
E02000851,1,2264
E02000851,2,1787
E02000851,3,750
E02000851,4,205
E02000851,5,29
E02000852,1,1702
E02000852,2,1101
E02000852,3,367
E02000852,4,76
E02000852,5,4
E02000853,1,1683
E02000853,2,1025
E02000853,3,398
E02000853,4,93
E02000853,5,3
E02000854,1,1750
E02000854,2,929
E02000854,3,322
E02000854,4,74
E02000854,5,10
E02000855,1,1821
E02000855,2,1032
E02000855,3,304
E02000855,4,53
E02000855,5,2
E02000856,1,1990
E02000856,2,1292
E02000856,3,421
E02000856,4,87
E02000856,5,10
E02000857,1,2145
E02000857,2,1370
E02000857,3,460
E02000857,4,95
E02000857,5,10
E02000859,1,1762
E02000859,2,1189
E02000859,3,428
E02000859,4,103
E02000859,5,7
E02000860,1,1885
E02000860,2,1428
E02000860,3,621
E02000860,4,159
E02000860,5,26
E02000861,1,1763
E02000861,2,863
E02000861,3,213
E02000861,4,24
E02000861,5,0
E02000864,1,2192
E02000864,2,1323
E02000864,3,816
E02000864,4,307
E02000864,5,26
E02000865,1,1135
E02000865,2,911
E02000865,3,576
E02000865,4,248
E02000865,5,24
E02000867,1,2433
E02000867,2,1513
E02000867,3,678
E02000867,4,221
E02000867,5,26
E02000868,1,1324
E02000868,2,888
E02000868,3,402
E02000868,4,160
E02000868,5,11
E02000869,1,1106
E02000869,2,797
E02000869,3,408
E02000869,4,193
E02000869,5,20
E02000870,1,915
E02000870,2,878
E02000870,3,455
E02000870,4,160
E02000870,5,14
E02000872,1,1491
E02000872,2,979
E02000872,3,522
E02000872,4,184
E02000872,5,18
E02000874,1,934
E02000874,2,842
E02000874,3,502
E02000874,4,222
E02000874,5,24
E02000875,1,2086
E02000875,2,1639
E02000875,3,890
E02000875,4,425
E02000875,5,39
E02000876,1,1094
E02000876,2,949
E02000876,3,492
E02000876,4,221
E02000876,5,21
E02000877,1,2169
E02000877,2,1590
E02000877,3,836
E02000877,4,302
E02000877,5,16
E02000878,1,1900
E02000878,2,1242
E02000878,3,603
E02000878,4,245
E02000878,5,21
E02000879,1,1077
E02000879,2,1060
E02000879,3,681
E02000879,4,221
E02000879,5,10
E02000881,1,1604
E02000881,2,1237
E02000881,3,708
E02000881,4,296
E02000881,5,7
E02000883,1,1016
E02000883,2,1057
E02000883,3,667
E02000883,4,275
E02000883,5,15
E02000884,1,2635
E02000884,2,1661
E02000884,3,611
E02000884,4,186
E02000884,5,22
E02000886,1,1937
E02000886,2,1120
E02000886,3,559
E02000886,4,194
E02000886,5,15
E02000887,1,1551
E02000887,2,1344
E02000887,3,749
E02000887,4,283
E02000887,5,21
E02000888,1,1629
E02000888,2,1072
E02000888,3,467
E02000888,4,174
E02000888,5,10
E02000889,1,2065
E02000889,2,1195
E02000889,3,407
E02000889,4,131
E02000889,5,10
E02000890,1,1826
E02000890,2,753
E02000890,3,245
E02000890,4,63
E02000890,5,4
E02000893,1,1315
E02000893,2,983
E02000893,3,491
E02000893,4,175
E02000893,5,25
E02000894,1,2394
E02000894,2,1389
E02000894,3,530
E02000894,4,143
E02000894,5,7
E02000896,1,2015
E02000896,2,1279
E02000896,3,451
E02000896,4,86
E02000896,5,7
E02000897,1,1439
E02000897,2,1125
E02000897,3,602
E02000897,4,188
E02000897,5,15
E02000899,1,1463
E02000899,2,1106
E02000899,3,525
E02000899,4,122
E02000899,5,10
E02000900,1,1297
E02000900,2,1117
E02000900,3,532
E02000900,4,162
E02000900,5,11
E02000902,1,1621
E02000902,2,1234
E02000902,3,508
E02000902,4,143
E02000902,5,12
E02000903,1,1425
E02000903,2,1151
E02000903,3,665
E02000903,4,207
E02000903,5,17
E02000906,1,1739
E02000906,2,1171
E02000906,3,554
E02000906,4,155
E02000906,5,8
E02000907,1,1505
E02000907,2,1453
E02000907,3,803
E02000907,4,284
E02000907,5,23
E02000908,1,2645
E02000908,2,1684
E02000908,3,708
E02000908,4,190
E02000908,5,13
E02000909,1,1821
E02000909,2,1112
E02000909,3,491
E02000909,4,133
E02000909,5,12
E02000910,1,2119
E02000910,2,1444
E02000910,3,662
E02000910,4,161
E02000910,5,20
E02000911,1,2232
E02000911,2,1580
E02000911,3,809
E02000911,4,211
E02000911,5,16
E02000913,1,1354
E02000913,2,1094
E02000913,3,538
E02000913,4,113
E02000913,5,15
E02000914,1,1370
E02000914,2,1431
E02000914,3,873
E02000914,4,276
E02000914,5,25
E02000915,1,1586
E02000915,2,1117
E02000915,3,450
E02000915,4,122
E02000915,5,8
E02000916,1,1788
E02000916,2,1389
E02000916,3,625
E02000916,4,161
E02000916,5,19
E02000918,1,1498
E02000918,2,1157
E02000918,3,553
E02000918,4,186
E02000918,5,14
E02000919,1,1543
E02000919,2,1160
E02000919,3,512
E02000919,4,131
E02000919,5,11
E02000920,1,1531
E02000920,2,1365
E02000920,3,689
E02000920,4,217
E02000920,5,14
E02000921,1,1500
E02000921,2,1471
E02000921,3,823
E02000921,4,238
E02000921,5,26
E02000922,1,1574
E02000922,2,1269
E02000922,3,614
E02000922,4,160
E02000922,5,18
E02000925,1,1582
E02000925,2,1054
E02000925,3,535
E02000925,4,171
E02000925,5,21
E02000926,1,3486
E02000926,2,1483
E02000926,3,471
E02000926,4,103
E02000926,5,9
E02000927,1,1674
E02000927,2,945
E02000927,3,453
E02000927,4,152
E02000927,5,11
E02000928,1,2379
E02000928,2,913
E02000928,3,263
E02000928,4,59
E02000928,5,0
E02000929,1,1441
E02000929,2,1086
E02000929,3,693
E02000929,4,242
E02000929,5,33
E02000930,1,2725
E02000930,2,1061
E02000930,3,378
E02000930,4,88
E02000930,5,10
E02000931,1,2456
E02000931,2,781
E02000931,3,197
E02000931,4,46
E02000931,5,7
E02000932,1,4144
E02000932,2,1329
E02000932,3,365
E02000932,4,83
E02000932,5,7
E02000933,1,2444
E02000933,2,1086
E02000933,3,319
E02000933,4,77
E02000933,5,6
E02000934,1,2654
E02000934,2,1092
E02000934,3,339
E02000934,4,95
E02000934,5,16
E02000935,1,831
E02000935,2,923
E02000935,3,498
E02000935,4,170
E02000935,5,13
E02000936,1,2644
E02000936,2,1243
E02000936,3,376
E02000936,4,109
E02000936,5,12
E02000937,1,2112
E02000937,2,753
E02000937,3,200
E02000937,4,57
E02000937,5,5
E02000938,1,2181
E02000938,2,1336
E02000938,3,627
E02000938,4,179
E02000938,5,22
E02000939,1,1962
E02000939,2,664
E02000939,3,174
E02000939,4,31
E02000939,5,4
E02000941,1,2577
E02000941,2,1094
E02000941,3,372
E02000941,4,88
E02000941,5,8
E02000942,1,2472
E02000942,2,1021
E02000942,3,270
E02000942,4,43
E02000942,5,10
E02000943,1,2467
E02000943,2,944
E02000943,3,300
E02000943,4,89
E02000943,5,10
E02000944,1,1346
E02000944,2,953
E02000944,3,436
E02000944,4,140
E02000944,5,16
E02000948,1,2790
E02000948,2,1152
E02000948,3,353
E02000948,4,82
E02000948,5,5
E02000949,1,2852
E02000949,2,1066
E02000949,3,276
E02000949,4,56
E02000949,5,5
E02000951,1,1608
E02000951,2,799
E02000951,3,319
E02000951,4,83
E02000951,5,13
E02000952,1,1482
E02000952,2,761
E02000952,3,303
E02000952,4,102
E02000952,5,6
E02000953,1,2095
E02000953,2,765
E02000953,3,264
E02000953,4,80
E02000953,5,7
E02000955,1,1363
E02000955,2,798
E02000955,3,376
E02000955,4,131
E02000955,5,8
E02000956,1,1468
E02000956,2,980
E02000956,3,417
E02000956,4,161
E02000956,5,7
E02000957,1,2351
E02000957,2,1301
E02000957,3,588
E02000957,4,166
E02000957,5,14
E02000958,1,1471
E02000958,2,953
E02000958,3,401
E02000958,4,83
E02000958,5,9
E02000960,1,1617
E02000960,2,800
E02000960,3,278
E02000960,4,71
E02000960,5,16
E02000962,1,2009
E02000962,2,1153
E02000962,3,491
E02000962,4,188
E02000962,5,16
E02000966,1,2386
E02000966,2,1139
E02000966,3,378
E02000966,4,183
E02000966,5,24
E02000968,1,1496
E02000968,2,1835
E02000968,3,1439
E02000968,4,760
E02000968,5,87
E02000969,1,1227
E02000969,2,1198
E02000969,3,850
E02000969,4,385
E02000969,5,58
E02000970,1,2264
E02000970,2,1009
E02000970,3,232
E02000970,4,48
E02000970,5,2
E02000971,1,2146
E02000971,2,1062
E02000971,3,365
E02000971,4,123
E02000971,5,28
E02000973,1,2458
E02000973,2,1490
E02000973,3,597
E02000973,4,219
E02000973,5,33
E02000975,1,2071
E02000975,2,1236
E02000975,3,363
E02000975,4,108
E02000975,5,22
E02000977,1,1977
E02000977,2,972
E02000977,3,363
E02000977,4,100
E02000977,5,23
E02000978,1,1965
E02000978,2,665
E02000978,3,113
E02000978,4,20
E02000978,5,1
E02000979,1,2218
E02000979,2,1116
E02000979,3,423
E02000979,4,142
E02000979,5,28
E02000980,1,1933
E02000980,2,1370
E02000980,3,711
E02000980,4,268
E02000980,5,42
E02000983,1,1605
E02000983,2,1254
E02000983,3,637
E02000983,4,227
E02000983,5,34
E02000984,1,2057
E02000984,2,915
E02000984,3,216
E02000984,4,17
E02000984,5,0
E02000985,1,1779
E02000985,2,1067
E02000985,3,322
E02000985,4,51
E02000985,5,1
E02000987,1,1503
E02000987,2,1144
E02000987,3,610
E02000987,4,200
E02000987,5,5
E02000989,1,2016
E02000989,2,1256
E02000989,3,407
E02000989,4,63
E02000989,5,2
E02000990,1,2032
E02000990,2,1156
E02000990,3,420
E02000990,4,78
E02000990,5,5
E02000991,1,1583
E02000991,2,1103
E02000991,3,440
E02000991,4,121
E02000991,5,3
E02000993,1,1331
E02000993,2,1119
E02000993,3,745
E02000993,4,244
E02000993,5,11
E02000997,1,1418
E02000997,2,881
E02000997,3,330
E02000997,4,90
E02000997,5,3
E02000998,1,1277
E02000998,2,1370
E02000998,3,769
E02000998,4,260
E02000998,5,26
E02001000,1,1662
E02001000,2,1415
E02001000,3,775
E02001000,4,199
E02001000,5,14
E02001002,1,1696
E02001002,2,1460
E02001002,3,708
E02001002,4,195
E02001002,5,15
E02001003,1,1614
E02001003,2,910
E02001003,3,260
E02001003,4,44
E02001003,5,1
E02001004,1,712
E02001004,2,1160
E02001004,3,838
E02001004,4,325
E02001004,5,24
E02001005,1,1175
E02001005,2,1204
E02001005,3,728
E02001005,4,255
E02001005,5,28
E02001008,1,771
E02001008,2,1075
E02001008,3,690
E02001008,4,274
E02001008,5,20
E02001009,1,1144
E02001009,2,1094
E02001009,3,588
E02001009,4,145
E02001009,5,9
E02001010,1,923
E02001010,2,900
E02001010,3,490
E02001010,4,166
E02001010,5,8
E02001011,1,2367
E02001011,2,1315
E02001011,3,471
E02001011,4,76
E02001011,5,4
E02001014,1,1630
E02001014,2,1238
E02001014,3,680
E02001014,4,224
E02001014,5,11
E02001016,1,1155
E02001016,2,1117
E02001016,3,780
E02001016,4,269
E02001016,5,20
E02001017,1,2170
E02001017,2,1552
E02001017,3,728
E02001017,4,206
E02001017,5,5
E02001018,1,1681
E02001018,2,1010
E02001018,3,355
E02001018,4,58
E02001018,5,4
E02001020,1,1450
E02001020,2,805
E02001020,3,217
E02001020,4,34
E02001020,5,1
E02001021,1,1862
E02001021,2,1002
E02001021,3,265
E02001021,4,39
E02001021,5,8
E02001022,1,1497
E02001022,2,1227
E02001022,3,521
E02001022,4,112
E02001022,5,12
E02001023,1,1119
E02001023,2,809
E02001023,3,294
E02001023,4,91
E02001023,5,6
E02001025,1,1182
E02001025,2,1196
E02001025,3,753
E02001025,4,277
E02001025,5,18
E02001026,1,1473
E02001026,2,1610
E02001026,3,925
E02001026,4,349
E02001026,5,21
E02001027,1,1444
E02001027,2,1129
E02001027,3,466
E02001027,4,125
E02001027,5,10
E02001029,1,1041
E02001029,2,1043
E02001029,3,597
E02001029,4,192
E02001029,5,3
E02001032,1,1502
E02001032,2,1147
E02001032,3,498
E02001032,4,119
E02001032,5,13
E02001033,1,1255
E02001033,2,888
E02001033,3,418
E02001033,4,111
E02001033,5,10
E02001035,1,1615
E02001035,2,1000
E02001035,3,335
E02001035,4,43
E02001035,5,1
E02001036,1,1492
E02001036,2,1007
E02001036,3,477
E02001036,4,112
E02001036,5,7
E02001037,1,1688
E02001037,2,994
E02001037,3,311
E02001037,4,41
E02001037,5,0
E02001038,1,1223
E02001038,2,887
E02001038,3,427
E02001038,4,137
E02001038,5,1
E02001039,1,1492
E02001039,2,1176
E02001039,3,667
E02001039,4,169
E02001039,5,6
E02001040,1,1370
E02001040,2,883
E02001040,3,310
E02001040,4,64
E02001040,5,5
E02001041,1,1631
E02001041,2,1075
E02001041,3,526
E02001041,4,157
E02001041,5,11
E02001044,1,1423
E02001044,2,948
E02001044,3,323
E02001044,4,93
E02001044,5,6
E02001045,1,1212
E02001045,2,1288
E02001045,3,799
E02001045,4,285
E02001045,5,18
E02001046,1,1709
E02001046,2,1496
E02001046,3,865
E02001046,4,294
E02001046,5,15
E02001047,1,1613
E02001047,2,1501
E02001047,3,922
E02001047,4,309
E02001047,5,14
E02001048,1,1388
E02001048,2,1280
E02001048,3,592
E02001048,4,208
E02001048,5,19
E02001049,1,1767
E02001049,2,1438
E02001049,3,764
E02001049,4,225
E02001049,5,10
E02001050,1,1057
E02001050,2,1160
E02001050,3,667
E02001050,4,256
E02001050,5,21
E02001051,1,1358
E02001051,2,1283
E02001051,3,645
E02001051,4,227
E02001051,5,14
E02001052,1,1406
E02001052,2,1645
E02001052,3,1012
E02001052,4,326
E02001052,5,23
E02001053,1,1362
E02001053,2,1666
E02001053,3,993
E02001053,4,535
E02001053,5,30
E02001055,1,1429
E02001055,2,1319
E02001055,3,868
E02001055,4,359
E02001055,5,13
E02000700,1,1405
E02000700,2,1167
E02000700,3,606
E02000700,4,168
E02000700,5,12
E02000709,1,1600
E02000709,2,909
E02000709,3,308
E02000709,4,51
E02000709,5,1
E02000722,1,1134
E02000722,2,1056
E02000722,3,553
E02000722,4,181
E02000722,5,11
E02000727,1,644
E02000727,2,943
E02000727,3,516
E02000727,4,174
E02000727,5,13
E02000731,1,822
E02000731,2,1141
E02000731,3,592
E02000731,4,203
E02000731,5,12
E02000732,1,884
E02000732,2,1039
E02000732,3,593
E02000732,4,215
E02000732,5,21
E02000735,1,892
E02000735,2,1013
E02000735,3,550
E02000735,4,177
E02000735,5,27
E02000739,1,850
E02000739,2,953
E02000739,3,502
E02000739,4,157
E02000739,5,17
E02000760,1,1128
E02000760,2,957
E02000760,3,432
E02000760,4,109
E02000760,5,3
E02000762,1,1006
E02000762,2,748
E02000762,3,305
E02000762,4,46
E02000762,5,3
E02000768,1,1319
E02000768,2,668
E02000768,3,176
E02000768,4,40
E02000768,5,2
E02000772,1,1037
E02000772,2,958
